RecipeName,TimeToCook,Ingredients,Instructions
Chocolate-Peanut Butter Cookie Pie,38mins,"pillsbury refrigerated chocolate chip cookie dough, powdered sugar, peanut butter, butter, water, milk chocolate chips, melted, pecan halves","Heat oven to 350 degrees. Remove cookie dough from wrapper. With floured fingers, prss dough in bottom of ungreased 10 or 9 inch springform pan. Bake cookie dough at 350 degrees for 14 to 18 minutes or until golden brown. Cool baked cookie for 15 minutes. In medium bowl, combine powdered sugar, peanut butter, butter and water; mix well. (If necessary, add additional water 1 t. at a time until mixture is smooth.) Drop spoonfuls of mixture over baked cookie crust; press evenly over crust. Spread melted chocolate chips over peanut butter mixture. If desired, swirl chocolate with a fork. Garnish with pecan halves. Refrigerate 1 hour or until chocolate is set."
Blackberry Dump Cake,45mins,"yellow cake mix, rolled oats, fresh blackberries, white sugar, ground cinnamon, butter","Preheat oven to 350 degrees. 2 Mix your berries, sugar and cinnamon together and spread in the bottom of a 9×13 pan. 3 Sprinkle dry cake mix and rolled oats over the top of berry mixture. 4 Pour melted butter over the cake/oats mix, make sure you cover evenly.  (Melted butter will absorb into the dry cake mix.  Do not stir!  If you use cold butter shavings, scatter over the top of dry cake mix trying to cover evenly). 5 Bake 30 minutes or until top is golden and berries are bubbling.  You can serve this with ice cream, whipped cream or cool whip."
Buckeyes,45mins,"creamy peanut butter, butter, confectioners' sugar, vanilla, chocolate chips,   paraffin wax, shortening per oz of chocolate instead paraffin wax",Cream peanut butter and butter. Add sugar and vanilla and mix well. Form into 1 inch balls and refrigerate. Melt chocolate chips with parafin wax in a double boiler. Dip balls into chocolate with a toothpick about 3/4 of the way covered. Place chocolate side down on waxed paper. Let set at room temperature or refrigerate.
Special Mocha Cupcakes,45mins,"flour, sugar, ml    baking cocoa, baking soda, salt, eggs, brewed coffee, ml    vegetable oil, cider vinegar, vanilla extract, ml    semi-sweet chocolate chips, ml    milk chocolate chips, butter, confectioners' sugar, brewed coffee, ml    chocolate sprinkles","In a small mixing bowl, combine the flour, sugar, cocoa, baking soda and salt. In a small bowl, mix the eggs, coffee, oil, vinegar and vanilla. Add to dry ingerdients; mix well. Fill paper-lined muffin cups three-fourths full. Bake at 350 for 20-25 minutes or until a toothpick comes out clean. Cool for 10 minutes before removing from pan to a wire rack to cool. For frosting, in a small microwave-safe bowl, melt chips; stir until smooth. Add butter; beat until blended. Gradually beat in confectioners' sugar and coffee. Pipe frosting onto cupcakes. Top with sprinkles; gently press down."
Tiramisu Layer Cake,1hr,"g package   white cake mix, egg whites (or as called for by your cake mix), ml    oil (or as called for by your cake mix), water, instant coffee powder, coffee, Kahlua, mascarpone cheese, powdered sugar, Kahlua, heavy cream, confectioners' sugar, Kahlua, ml    unsweetened cocoa powder, g   square semisweet chocolate","Preheat oven to 350°F Grease and flour 3 (9-inch) round pans. Prepare the cake mix according to package directions. Divide two thirds of batter between 2 pans. Stir instant coffee into remaining batter; pour into remaining pan. Bake in the preheated oven for 20-25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. In a measuring cup, combine brewed coffee and 3 tablespoons Kahlua; set aside. To make the filling: In a small bowl, using an electric mixer set on low speed, combine mascarpone, 1/2 cup powdered sugar and 2 tablespoons Kahlua; beat just until smooth. Cover with plastic wrap and refrigerate. To make the frosting: In a medium bowl, using an electric mixer set on medium-high speed, beat the cream, 1/4 cup powdered sugar and 2 tablespoons Kahlua until stiff. Fold 1/2 cup of cream mixture into filling mixture. To assemble the cake: Place one plain cake layer on a serving plate. Using a thin skewer, poke holes in cake, about 1 inch apart. Spoon one third of reserved coffee mixture over cake, then spread with half of the filling mixture. Top with coffee-flavored cake layer; poke holes in cake. Spoon another third of the coffee mixture over the second layer and spread with the remaining filling. Top with remaining cake layer; poke holes in cake. Spoon remaining coffee mixture on top. Spread sides and top of cake with frosting. Place cocoa in a sieve and lightly dust top of cake. Garnish with chocolate curls. Refrigerate at least 30 minutes before serving. To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar."
Easy Key Lime Pie,1hr 10mins,"sweetened condensed milk, key lime juice, g container   frozen whipped topping, thawed, graham cracker pie crusts, lime zest",Beat milk and lime juice in large bowl with electric mixer on medium speed until smooth and thickened. Fold in whipped topping. Spoon lime mixture into pie crust. Cover and refrigerate about 1 hour or until set. Garnish with grated lime peel.
Carrot Cake,1hr 5mins,"all-purpose flour, baking soda, baking powder, salt, ground cinnamon, white sugar, ml    vegetable oil, eggs, vanilla extract, carrots, flaked coconut, walnuts, crushed pineapple, cream cheese, butter, icing sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Mix flour, baking soda, baking powder, salt and cinnamon; make a well in the center and add sugar, oil, eggs and vanilla. Mix with wooden spoon until smooth. Stir in carrots, coconut, walnuts and pineapple. Pour into 9x13 inch pan and bake for about 45 minutes. Don't panic, the centre will sink a little. Allow to cool; when cool, ice the cake. You can certainly use your favourite cream cheese frosting to ice this cake, but the one I've included is highly recommended (I usually leave the cake in the 13x9 pan and just ice the top). To make the frosting: Cream the butter and cream cheese until smooth; add the icing sugar and beat until creamy."
Chocolate Cookarolis,25mins,"refrigerated sugar cookie dough, bittersweet chocolate chips, all-purpose flour, baking powder, kosher salt, shortening, milk, egg, water, vegetable oil, confectioners' sugar","MAKE THE COOKAROLIS: Cut cookie dough in half lengthwise and place onto a long sheet of plastic wrap (about 2 feet). Place one half of the dough into the center, then place another sheet of plastic wrap loosely over top. Roll out cookie dough into a 4"" wide strip 1/4"" thick. Lift off top sheet of plastic wrap and discard. Place 3-4 chocolate morsels in a group onto the bottom of cookie strip 1/2"" apart. Using the top part of the plastic wrap, fold top half of cookie strip over filling. Using your finger, gently press between and bottom the cookaiolis to seal. Holding the ends of the plastic wrap taut, place the strips onto a cookie sheet and freeze till needed. Repeat with the other half of cookie dough. MAKE THE PASTRY DOUGH: In the bowl of a food processor, combine the flour, baking powder and salt. Pulse for a few seconds and then pour into a large mixing bowl. Add the shortening and knead it into the flour with your hands until it is crumbly. Add the milk all at once and mix in with a spatula until it begins to come together. Lightly flour your hands and the countertop and turn the dough out onto the countertop. Knead the dough ball, folding over about 12 times. Divide dough in half. Roll each half out to 6"" wide strips and about 1/8"" thin. Remove cookarolis from the freezer and separate them into individual pieces using a knife or pizza pie cutter. Place cookarolis onto the dough 1/4"" apart on the bottom half of the dough. Brush the edges of half of the dough lightly with the egg wash (remember egg wash sticks to dough, but not itself). Fold top part of dough over and separate (using a pizza cutter works well) and then gently seal the edges together with the tines of a fork, dipping the tines into some flour as needed. Repeat with second ball of dough. Place on cookie sheet and refridgerate for a minimum of 30 minutes. NOTE: at this point, they can be frozen on the cookie sheets, then placed into a ziploc bag and frozen for up to a year till needed. DEEP FRY: Heat oil in a deep fryer to 350°F Carefully fry in batches for about 3 minutes until just light brown. Drain on paper towels. When cooled (about 5 minutes), dust with powdered sugar. Serve immidiately but be careful, as filling may still be hot."
Honeybee Gluten-Free Dump Cake,1hr,"pineapple chunks, cherry pie filling, plain-flavored prepared polenta, cut into chunks, honey, plain yogurt, ground cinnamon, ground cardamom, salted butter","NOTE: You will need a food processor or blender for best results. Preheat oven to 350 degrees F. In a 9X9 nonstick baking pan; dump in the drained pineapple chunks then spread in the cherry pie filling. Place the polenta chunks with the honey and the yogurt into a food processor or blender and mix until blended. Add the cinnamon and cardamom to the polenta mix and process until well blended. Scrape down the sides of the processor, if necessary. Add the softened butter to the polenta mixture and process once more until well blended. Spread the polenta mixture over the cherry-pineapple mixture then bake, uncovered, for 40 minutes in the middle of the oven. Remove and let cool a little bit then enjoy!"
Blackberry Wine Cake,1hr 30mins,"nuts ,  white cake mix,  blackberry Jell-O , eggs, cooking oil,   blackberry wine (I used Mogan David), powdered sugar, ml    blackberry wine, butter, powdered sugar","Preheat the oven to 325 degrees. Grease and flour a Bundt pan; sprinkle the nuts in the bottom of the pan. In a large bowl, combine the cake mix and gelatin. Add the eggs, oil and wine. At low speed, beat just until moistened. Increase the speed to medium and beat for 2 more minutes; scrape the bowl frequently. Pour in the Bundt pan and bake for 45-50 minutes. Glaze:  Bring the 1 c powdered sugar, wine and butter to a boil; the glaze will be fairly thin. While the cake is still warm and in the Bundt pan, pour half of the glaze on the cake. Let the cake sit for 30 minutes to absorb the glaze. Turn the cake out of the pan and completely cool. Thicken the remaining half of the glaze with additional powdered sugar and pour over the cake. (NOTE:  I tried to put in just additional powdered sugar to thicken the glaze, but it wouldn't accept it without an amount.  I'm guessing on the additional amount that I actually used.  I think it was about an additional cup of powdered sugar to thicken the glaze to the consistency that I wanted.  Of course, you can use the amount necessary to thicken to the consistency that you like)."
No-Bake Cherry Delight,25mins,"graham cracker crumbs, sugar, butter, whipped dream whipped topping , vanilla, cream cheese, cherry pie filling","Prepare a 9 x 9"" baking pan. In a bowl, mix the graham cracker crumbs, melted butter and 1 tbsp sugar; spread on bottom of prepared baking pan to form a crust. Mix the Dream Whip topping according to directions on the package, then beat in the softened cream cheese into the Dream Whip a little at a time. Add the remaining sugar and vanilla until well blended. Smooth on top of the crust. Top with the cherry pie filling. Chill at least 3 hours (overnight is even better) if storing in the fridge overnight, cover with plastic wrap."
Easy Peanut Butter Fudge,24mins,"granulated sugar, milk, peanut butter, butter, vanilla extract","Prepare a 9x11 glass dish by buttering the bottom. In heavy bottom sauce pan combine sugar and milk. Measure and set aside remaining ingredients. Cook over MEDIUM HEAT (temperature too high will cause it to reach temperature sooner and lead to overcooking) stirring occasionally till it comes to a boil then stir constantly. Let boil for 4 minutes EXACTLY, over cooking leads to crumbly fudge as it has moved past softball stage and into softcrack (measure from the first sight of littlest bubbles or use a thermometer - softball stage) I use a stop watch. Remove from heat. Stir in remaining ingredients till all melted and smooth. Pour into prepared dish and refrigerate until firm."
Seven Layer Magic Bars,35mins,"butter, graham cracker crumbs, sweetened condensed milk,  butterscotch chips, chocolate chips, flaked coconut, nuts","Preheat oven to 350 (325 for glass dish). In 13x9"" baking pan, melt butter in  oven. Sprinkle crumbs over butter. Pour sweetened condensed milk over crumbs. top with remaining ingredients in order listed; press down firmly. Bake 25  minutes or until lightly browned. Cool. Chill if desired. Cut into bars. Store  covered at room temperature. TIP: for perfectly cut cookie bars: line entire pan (including sides) with a sheet of aluminum foil first. When bars are baked, cool; lift of edges of foil to remove from pan. Cut into individual squares. Lift off of foil. Keebler/ReaLemon/Borden."
Gooey Butter Cake,50mins,"butter, yellow cake mix, eggs, cream cheese, pure vanilla extract, confectioners' sugar","Preheat oven to 350. Lightly grease (or spray with Pam) one deep 9x13 rectangular cake pan. I would suggest a 4 in deep pan, as the cake rises when it is cooking, but a oven-safe disposable coffee cake pan from the grocery store would work fine too. Melt butter. I do this by heating the the microwave on low power for 30 seconds. Empty cake mix into a large bowl. Stir melted butter, along with ONE egg, into the cake mix. PRESS mixture into pan. Mixture will have the consistency of sticky dough. Using a spatula works for me, but pressing with clean fingers will do the trick as well. In a large bowl, mix cream cheese, almond or vanilla extract, confectioners sugar and the remaining two eggs. Beat for three minutes with an electric mixer set on medium high speed, or until smooth with NO lumps. Pour evenly over top of the cake mixture in the pan. Use a spatula to spread. Place a large cookie sheet on the rack below the cake. Sometimes when you use a cake pan with less depth, the cake bubbles and spills over. The cookie sheet will spare your oven! Bake at 350 for 30-45 minutes until golden brown on top. Cooking time is estimated, you will really have to watch it here! I always take the cake out when it turns a darkish golden brown. Note that there will be a paper thin sugar ""crust"" that will form while the cake is baking. It the top layer of sugar hardening, and this is what will turn golden brown. It adds great texture! Allow cake to cool COMPLETELY. This is very important, as the cake will not cut easily until it is completely cool. You will notice that the cake has sunken and set. This is normal. Refrigeration is optional. I personally like it at room temperature. Dust the top with confectioners’ sugar. Cut cake into bars and serve with or without utensils, but make sure you have plenty of napkins, because this treat will have you licking your fingers!  (Cake should be gooey underneath the sugar ""crust"", so don't over bake!)."
Cookie Dough Cheesecake,1hr 15mins,"chocolate wafer crumbs, sugar, butter, cream cheese, sugar, eggs, sour cream, vanilla extract, refrigerated chocolate chip cookie dough , chocolate chip","In a small bowl, combine cookie crumbs and sugar, stir in butter. Press into the bottom and sides of a greased 9"" springform pan, set aside. In a mixing bowl, beat cream cheese, sugar until smooth. Add eggs, beat until combined. Add sour crem and vanilla, beat until well blended. Pour over crust, set aside. Cut up cookie dough into teaspoon sized cubes. Drop over filling, pushing below the surface. Dough should be completely covered. Bake at 350F for 45-55 minutes or until the center is almost set. Cool on a wire rack for 10 minutes. Run a knife around the edge of the pan to loosen. Cool 1 hour longer. Refrigerate overnight, remove sides of pan. Sprinkle with mini chocolate chips."
Awesome Apple Bread,3hrs 10mins,"oil, eggs, sugar, vanilla, apples, flour, cinnamon, baking soda, salt, walnuts","Combine and set aside the oil, eggs, sugar, and vanilla. Sift flour, cinnamon, soda, and salt. Add dry ingredients to oil mixture gradually. Add apples and nuts. Bake in 2 regular loaf pans or 3 foil loaf pans for 1 1/2 hours at 300 degrees. Cool 10 minutes in the pan. Sprinkle with sugar, if desired. Note: I bake it at 325 degrees for about 70 minutes."
Alessi's Tiramisu,1hr,"egg yolks, from large grade eggs, sugar, marsala, whipping cream, chilled, sugar, mascarpone cheese, freshly brewed espresso, strong coffee, brandy, vanilla, Savoiardi cookies, cocoa powder, chocolate curls","Zabaglione Cream: In the top part of a double boiler, beat eggs and sugar together until the mixture is pale yellow in color. In the bottom part of the double boiler, bring water to a boil then reduce heat to simmer. Place egg yolk mixture over water and gradually add Marsala, beating continously. Scrape bottom and sides of pan occasionally and cook 6 to 10 minutes or until soft mounds can be formed. Transfer to bowl, cover and refrigerate 30 minutes. Whip cream with 2 Tbsp. sugar until soft peaks form. Fold in Mascarpone and Zabaglione and mix until well blended. Cover and refrigerate 1 hour. In a separate bowl, mix espresso, 2 Tbsp. sugar, Brandy and vanilla. Arrange cookies on the bottom of a 9"" by 13"" pan. Carefully spoon about 1 Tbsp. of the coffee mixture over each cookie so they are well saturated but not falling apart. Spoon 1/2 cheese mixture over cookies and sprinkle with 1 Tbsp. cocoa. Repeat one more time ending with cocoa. Cover and refrigerate at least 5 hours or overnight so that cookies can soften as they absorb moisture. Garnish and serve."
New York Cheesecake,2hrs,"graham cracker crumbs, butter, cream cheese, sugar, all-purpose flour, vanilla, eggs, egg yolks, whipping cream, lemon","For crust, combine graham cracker crumbs and melted butter. Stir until well combined. Press onto bottom and about 2-1/2 inches up the sides of a 9x3-inch springform pan. Mix cream cheese, sugar, flour, and vanilla. Beat with an electric mixer until fluffy. Add eggs and egg yolks, beating on low speed just until combined. Stir in whipping cream and lemon peel. Pour into pan. Place pan in a shallow baking pan in the oven. (Does not mention anything about a water bath) Bake in a 325 degree F oven about 1-1/2 hours or until center appears nearly set when shaken. Cool 15 minutes. Loosen crust from sides of pan. Cool 30 minutes more; remove sides of pan. Cool completely. Chill 4 to 24 hours. If desired, garnish with fresh berries."
Mom's Caramel Rolls,2hrs 20mins,"warm water, yeast, sugar, salt, butter, egg, flour, cinnamon-sugar mixture, brown sugar, butter, water","Mix water and yeast and wait 5 minutes. Stir in sugar, salt and 2 cups of flour. Add egg and butter and mix. Stir in rest of flour by hand, if dough is still sticky add just enough to make it not sticky anymore. Let raise until dough is double in size. Sprinkle flour on surface and roll dough out until is approx 18 X 12 inches. Spread a very thin layer of soft butter on dough and sprinkle cinnamon/sugar mixture on it. Roll dough from the long side, it should look like a log. Cut into 1 inch pieces. Should be 18 pieces. Place brown sugar and butter into microwave dish and heat until butter is just melted; stir well. Stir in 3 T water. Divide mixture into 3 pans (8-inch cake pans). Place 6 pieces in each pan. Let raise for about 45 minutes. Bake for 20 minutes in a 325°F oven. When you take out of oven, turn each pan of rolls over on a plate, otherwise you will have a hard time getting them out when they cool. If you can, let them cool slightly and enjoy them when they are still warm."
Plum Kuchen,1hr 5mins,"all-purpose flour, granulated sugar, baking powder, butter, heavy cream, egg, plums, heavy cream, granulated sugar, egg, vanilla","Preheat oven to 350°F. Mix flour, 1 tablespoon sugar and baking powder together. Cut in butter until mixture looks like coarse crumbs; add 2 tablespoons heavy cream and 1 egg. Press in bottom of 9-inch square pan or pie pan and arrange plums on top. Bake for 25-30 minutes. While this is baking, in a bowl combine heavy cream, sugar, egg and vanilla, using a whisk to beat together well. Pour mixture over plums and bake an additional 20-30 minutes, until custard is set. Serve warm or cool. Store in refrigerator."
Southern Lemon Chess Pie,1hr 15mins,"eggs, granulated sugar, yellow cornmeal, fresh lemon juice, butter, pie shell ","Preheat oven to 400 degrees. In small bowl, beat egg whites until stiff. Set aside. In large bowl, cream together sugar, cornmeal, lemon juice, butter and egg yolks for 5 minutes or more until creamy. Gently fold beaten egg whites into this lemon mixture. Gently pour filling into pie crust. Bake about 15 minutes or until top of pie begins to brown. Reduce oven temperature to 300 degrees and bake an additional 25 to 30 minutes or more until pie is just set in the middle. It should be a little jiggly, not runny, in the middle. Remove from oven and cool. It can be refrigerated, but is best served at room temperature. Covered, this pie will keep unrefrigerated for up to 4 days; however, it won't last that long!"
Peanut Butter No-Bake Cookies,17mins,"sugar, margarine, milk, peanut butter, vanilla, rolled oats","In lg saucepan, mix sugar, margarine, and milk; bring to a full, rolling boil over med heat.  (full, rolling boil = large bubbles rising to surface that can't be stirred down). Boil for one minute, stirring constantly. Remove from heat and stir in peanut butter and vanilla, stirring until peanut butter is melted; stir in oats. Working quickly, drop by spoonfuls onto waxed paper . Let cool completely."
Cowboy Cookies,1hr 30mins,"all-purpose flour, baking powder, baking soda, cinnamon, salt, butter, granulated sugar, brown sugar, eggs, vanilla, chocolate chips, old fashioned oats, sweetened flaked coconut, pecans","Heat over to 350°. Mix flour, baking soda, cinnamon and salt in bowl. Beat butter on medium speed until smooth and creamy, gradually beat in sugars, beat to combine. Add eggs one at a time, add vanilla. Stir in flour mixture until just combined. Add chocolate chips, oats, coconut and pecans. For each cookie drop 1/4 cup dough onto ungreased baking sheet (I use a large ice cream scoop). Bake at 350° for 17-19 minutes or until edges are lightly browned. Cool cookies on rack."
Dark Chocolate Red Wine Truffles,4hrs 20mins,"heavy cream, bittersweet chocolate, unsalted butter, red wine, cocoa powder","Coarsley chop chocolate and place into a medium sized bowl. Bring cream to a simmer, add butter and stir until melted. Pour the cream over the chocolate. Stir with a spatula until the chocolate is melted. Add the red wine and stir until wine is incorporated. Pour into an 8x8 baking dish and refridgerate for at least 4 hours Use a metal cookie scoop to scoop out a truffle. Coat your hands in cocoa powder and gently roll the chocolate until it forms a ball. Roll in cocoa to coat. Keep refridgerated."
Peanut Butter Chocolate Cupcakes,40mins,"cream cheese, peanut butter, sugar, milk, sugar, flour, cocoa, baking powder, salt, baking soda, eggs, water, vegetable oil, vanilla, butter, powdered sugar, milk","In a small mixing bowl, beat cream cheese, peanut butter, sugar and milk until smooth. Set aside. In a bowl, combine sugar, flour, cocoa, baking powder, salt and baking soda. In another bowl, whisk the eggs, water, oil and vanilla. Stir into dry ingredients just until moistened. (batter will be thin.). Fill paper-lined jumbo muffin cups half full with batter. Drop scant tablespoons of peanut butter  mixture into center of each. Cover with remaining batter. Bake at 350 degrees for 25-30 minutes or until toothpick comes out clean. Cool 10 minutes. Remove from pans to wire racks. Cool completely. Combine frosting ingredients. Frost cupcakes. Store in refrigerator."
Fudgy & Salty Peanut Butter Brownies,1hr 10mins,"cocoa powder, fine sea salt, sugar, pure vanilla extract, eggs, all-purpose flour, semi-sweet chocolate chips, creamy peanut butter, unsalted butter, powdered sugar, fine sea salt, milk, pure vanilla extract, salted peanuts, semi-sweet chocolate chips, unsalted butter","Preheat your oven to 325 degrees F. For your brownie batter: Melt your butter in a medium (or large) heatproof bowl over a pot of simmering water. While the butter is melting, whisk the cocoa powder, sea salt and sugar in a separate bowl. (The sugar and salt will work as abrasive agents to get any lumps out of the cocoa.) Whisk the cocoa/sugar/salt combo into the melted butter until the sugar has dissolved fully. The mixture should look like fudge and pull away from the bowl into a ball. Take off the stove and set the pan on a dishtowel on your counter. Allow the fudgy mixture to cool down until it's warm, but not hot anymore. While that is cooling, line the bottom and sides of your 9 by 13-inch baking pan with parchment paper or foil. You want to leave about 4 inches of overhang on the 2 opposite sides. These serve as your handles to remove the brownies from the pan in 1 piece, so make sure that there is enough of the overhang for you to have a solid grip. Grease the parchment or foil well. Stir in the vanilla into the cooled fudge mixture to loosen it up. Add the eggs into the mixture 1 at a time, adding the second egg after the first egg is fully incorporated. The batter should look shiny and well blended. Add in your flour and stir it until it's fully incorporated. Once it looks fully blended, beat the batter vigorously for at least 45 strokes. This'll not only get out any pent up stress, but it will make the brownies chewy. Fold in your chocolate chips. Spread the very thick and fudgy brownie batter evenly in the lined pan with an offset spatula or your greased hands. Pop the brownies in the oven and bake until they get a nice crust and your house smells like brownies, 30 to 35 minutes. Let them cool completely on a rack or a dishtowel on your counter. While the brownies are cooling make the buttercream and ganache. For the buttercream: Mix your peanut butter and butter together in a stand mixer until they are totally blended. Turn your mixer down and slowly add your powdered sugar and fine sea salt. Stop the mixer and scrape the sides and bottom of the bowl. Turn your mixer back to medium, add your milk and vanilla and keep mixing until it's fully blended. Dollop the peanut butter buttercream in heaping spoonfuls on top of the cooled brownies. Evenly spread it with the back of a butter knife the over the surface. Scatter the peanuts evenly over the buttercream, pressing into the buttercream so that the ganache has something to hold on to and the peanuts are all covered. For the ganache: Melt the chocolate chips and butter together in a small saucepan over low heat, stirring constantly. Allow the ganache to cool down slightly for 10 minutes or so, then pour it evenly over the peanut butter buttercream layer. Smooth the ganache out with the back of a butter knife, making sure to cover the buttercream and peanuts completely. Chill the brownies in the refrigerator until the toppings are set, 1 1/2 hours or so. Remove these delicious guys from the refrigerator. Lift up the ends of the foil liner and place the Fudgy Salty Chocolate Peanut Butter Brownies on a cutting board. Cut into squares. Enjoy!"
Pumpkin Spice Cupcakes,32mins,"Duncan Hines Moist Deluxe Spice Cake Mix, pumpkin, vanilla",Preheat oven to 350 degrees. Combine all ingredients in a large bowl for 2 minutes. Contents will be VERY thick. (Electric mixer may be used.). Line muffin tin with paper cups. Fill 2/3 full with batter. You may add a 1/4 cup of water to make it easier to stir. Bake 22 to 24 minutes. Optional: sprinkle tops with cinnamon sugar before placing in oven if you don't use frosting.
French Vanilla Banana Cream Pie,4hrs 15mins,"banana, graham cracker pie crust, milk, French vanilla instant pudding, Cool Whip",Place banana slices in crust. Pour milk into bowl. Add pudding. Beat with wire whisk 2 minutes. Gently stir in one cup of Cool Whip; spoon into crust. Refrigerate 4 hours. Top pie with remaining Cool Whip.
Easy Chocolate Mousse,30mins,"chocolate chips ,hot water, eggs, Grand Marnier, whipping cream","Melt chocolate with hot water.  To melt completely, it may be necessary to place the bowl in a pan of hot water. Cool and then add beaten eggs. Add Grand Marnier. Carefully fold in whipped cream. Chill and serve."
Simple Jello Salad,15mins,"whipped topping, Jello gelatin, cottage cheese, crushed pineapple",Empty whipped topping into a medium sized bowl. Sprinkle Jell-O over the top and fold in so it is well blended. Add cottage cheese and pineapple and fold into Jell-O mixture. Chill for about 4 hours so that the jello softens and slightly sets up. Serve.
Tunnel of Fudge Banana Cake,1hr 5mins,"semisweet chocolate, heavy cream, unsalted butter, unsalted butter, unsweetened cocoa powder, unsalted butter, granulated sugar, dark brown sugar, eggs, salt, vanilla extract, baking powder, vegetable oil, mashed banana , all-purpose flour, unsweetened cocoa powder, powdered sugar, unsweetened cocoa powder,  whole milk, dried banana pieces","Finely chop the chocolate and place into a medium heat-proof bowl. Heat the cream and butter in a small pot until the butter has melted and the cream is gently steaming. Pour this over the chocolate in the bowl. Let sit for 5 minutes then gently stir until all the chocolate has melted. Let this mixture cool at room temperature for 45-60 minutes, stirring occasionally, until thickened but still pipeable. Preheat the oven to 350 degrees F. Use the 2 tablespoons of softened butter and a pastry brush to coat a 12-cup bundt pan very well. Add the cocoa powder to the the pan, tilting and tapping the pan to coat as much of the inside as possible. Tap out any excess cocoa powder. In a large bowl, beat the butter, granulated sugar and dark brown sugar together until smooth. Beat in the eggs one at a time until smooth. Add the salt, vanilla, baking powder, vegetable oil and mashed banana and stir together until well-combined. Add the flour and cocoa powder to the bowl and mix until just combined. Scoop 3 cups of the cake batter into the prepared bundt pan. Spread out into an even layer. Transfer the thickened, cooled fudge filling to a piping bag. Pipe the fudge filling in a thick ring all the way around in the centre of the batter. Cover the fudge filling with the remaining cake batter and spread out evenly in the pan. Bake for 35-40 minutes. The cake will look risen and dry on top. You won’t be able to test this cake with a toothpick as the centre will still be gooey when the cake is finished baking, so you must ensure your oven is at the correct temperature. Remove the cake from the oven and let cool for 20 minutes in the pan. Loosen the edges of the cake with a small spatula or butter knife, flip the cake out onto a wire rack and leave to cool completely. In a small bowl, stir together the powdered sugar, cocoa powder and milk until smooth. Spoon over the top of the cooled cake, letting it drip down the sides of the cake. Top with the dried banana chips and leave the icing to set for a few minutes before cutting into the cake. 12-cup Nordicware Classic Bundt Pan (aka Anniverary Bundt Pan). Buy it now on Amazon: https://www.amazon.com/Nordic-Ware-12-Cup-Bundt-Pan/dp/B0000CFLM2."
Cannoli,1hr 45mins,"all-purpose flour, sugar, salt, butter, egg yolks, white wine, shortening, whole milk ricotta cheese, powdered sugar, vanilla extract, maraschino cherry,  semisweet mini chocolate chips, heavy whipping cream","To make shells, mix flour, sugar and salt in a bowl. Cut in butter. Add egg yolks; stir with a fork. Stir in wine, 1 tablespooon at a time, with a fork until dough clings together. Form a ball with the dough and let stand for 30 minutes. Roll dough almost paper thin, on a well-floured surface. Using the rim of a margarita glass (about 3-4 inches across), make circle imprints into rolled dough. Using a paring knife, make sure circles are cut all the way through. Roll each circle of dough around a metal cannoli tube, overlaping the ends and press to seal, flaring out the edges slightly. Fry one or two at a time in hot melted shortening (about 360°F) for approximately 1 minute, turning to brown all sides. Remove from hot grease and drain on paper towels, seam side down. Let cool a minute or two before trying to remove metal tube. To remove the tube hold cannoli shell down on the paper towel and carefully slide the tube out one end. Leave cannoil shells on paper towel, seam side down to cool completely. ~NOTE~Shells can be stored in airtight containers and made several days prior to filling. For filling, drain ricotta cheese over cheesecloth if ricotta is watery. Combine ricotta cheese, powdered sugar, and vanilla extract until combined. Squeeze Maraschino cherries with paper towels to remove all liquid. (If you don't squeeze them good, you will have a pink water filling!). Stir in cherries and chocolate chips into the ricotta mixture, being careful not to over mix. For a lighter filling, you may whip 1 cup of heavy whipping cream to form stiff peaks, and fold into filling mixture at this step. Chill filling for about 30 minutes before piping into cooled cannoli shells. You may garnish the cannoli by sprinkling powdered sugar on top. Whipped cream, a cherry, and shaved chocolate can also be used to garnish the top. Keep refrigerated until time of serving."
Sour Cream Yellow Cake,40mins,"yellow cake mix, sour cream, vegetable oil, water, sugar, eggs, vanilla extract",Preheat oven to 350° and lightly grease and flour a 13x9 pan. Combine all ingredients in large mixing bowl and blend on low speed of mixer for 1 minute. Scrape down sides with spatula. Increase mixer speed to medium and beat an additional 2 minutes. Pour batter into prepared pan. Bake for 30 to 35 minutes or until golden brown and tests done when a toothpick inserted in the center comes out clean. Cool on a wire rack and frost as desired.
